priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
280,beb41dab-e211-4cc9-8ef5-fd2ba01a972f,Jota 862G Elmas Frez - Yeşil Kuşak (Kaba) Konik Hızlı Preparasyon Frezi,6d0d05dd-8ec4-4bd1-9a69-24cb28f45d71,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/dbec5639-5692-4ded-beba-3461f36e01c0/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862,jota-862-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
281,1893ebf9-f2b3-4fc7-8d55-d4514938c5b2,Jota 863G Elmas Frez - Yeşil Kuşak (Kaba) Alev / Uzun Konik Hızlı Preparasyon Frezi,150a1918-23c3-4fb4-917d-23a7e38b928b,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0a225f3f-202c-42ee-8dcd-120bd579562f/image_1950.webp,likely_non_transparent_or_white_canvas,jota-863,jota-863-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
282,991f8081-b88f-4a9c-87a7-2d3b422cf466,Jota 868 Elmas Frez - Mavi Kuşak (Standard) İnce Konik Genel Preparasyon Frezi,ae549d68-9523-41a3-8a54-51741deac9ad,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5ecaa683-c24d-4133-a89a-1f6e52de2206/image_1950.webp,likely_non_transparent_or_white_canvas,jota-868,jota-868-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
283,6ddd0eea-cec0-4826-99d4-cc8a96cf9c5d,Jota 868F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,d0160ac8-6fde-491c-8699-560f2b2f9316,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/80e9008d-0869-4230-8848-ef8d5b427898/image_1950.webp,likely_non_transparent_or_white_canvas,jota-868,jota-868-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
284,3a80184a-87fa-48f3-ab16-d0374dcd3fde,Jota 868G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,8a5d696b-d6a9-4aa4-8d48-f5604adfd08d,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/b4a2805c-d37e-49f7-b0e5-92d9ad69391e/image_1950.webp,likely_non_transparent_or_white_canvas,jota-868,jota-868-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
285,eac27551-3d75-45f8-85e1-5e9a84c996bb,Jota 9113M Universal Cilalama Ucu (Polisher),,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/af891076-bea5-4965-bf50-b4ed16a0ac69/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9113-universal-cilalama-ucu,jota-9113-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
286,e3266383-b552-4fcc-8fe8-2b7eb1b849bf,Jota 9501F Metal Cilalama Ucu (Polisher) - Step 3,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d104bbcb-7562-41a7-a25b-9ff889f7acdc/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
287,e8045018-43ae-4e60-99bb-7fab4404f594,Jota 9501G Metal Cilalama Ucu (Polisher) - Step 1,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d29a10fd-9a1f-4bf7-a4e7-f39329072956/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
288,e3ca7562-e407-4fed-998f-9de183e22992,Jota 9501M Metal Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/adf82cbb-089b-4303-9f81-062697570d9d/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
289,612c8440-3eb7-4236-b60b-e45ddd026e51,Jota 9765F Kompozit Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3b7661e3-12fe-4cc0-8a77-5047e1e492e9/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9765-kompozit-cilalama-ucu,jota-9765-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
290,a3bdf8c8-e539-46e6-86bd-64c9618d71de,Jota 9765M Kompozit Cilalama Ucu (Polisher) - Step 1,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/342af2f0-6719-4b8a-8ae5-97e34c803461/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9765-kompozit-cilalama-ucu,jota-9765-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
291,13d0c867-354a-4043-aa86-f0cc66926fd7,Jota 9812M Seramik Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6ced50a7-6844-4a7e-8146-eecb714b6516/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9812-seramik-cilalama-ucu,jota-9812-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
292,b6533653-0b0d-44bd-aa5d-51a457c208f7,Jota 9813M Seramik Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e9371a8a-355a-471a-b53f-7957b7c08679/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9813-seramik-cilalama-ucu,jota-9813-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
293,76c0b326-cfe0-4d63-9a42-d3eed95de2c1,Jota 9828 Kompozit Cilalama Ucu (Polisher) - Step 1,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d9f330cb-b8b1-4dad-8a36-df1166ba7c84/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9828-kompozit-cilalama-ucu,jota-9828-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
294,d1888974-018e-48a9-a6d7-b13f6e80f994,Jota 9829 Kompozit Cilalama Ucu (Polisher) - Step 1,7683b39f-6878-4dc9-a1ab-b3934c896da8,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1255a88b-05fb-43a5-ad2e-3511be5b8ec7/image_1950.webp,likely_non_square_image|duplicate_image_url,jota-9829-kompozit-cilalama-ucu,jota-9829-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Review shared URL; replace once if the image serves this family
295,2af304b0-1b82-47ef-bc83-54d0b07f30c7,Jota 9832 Kompozit Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6fee5cbb-44e4-4a92-9135-c867c98d84a1/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9832-kompozit-cilalama-ucu,jota-9832-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
296,0061db5a-be9c-46f4-b388-48d667cd35d7,Jota 9834 Kompozit Cilalama Ucu (Polisher) - Step 2,b25e435c-708d-4c77-95da-4a5588112181,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/53fc8b1a-0b36-4fdb-b42c-1f55f4ea0f3e/image_1950.webp,likely_non_square_image|duplicate_image_url,jota-9834-kompozit-cilalama-ucu,jota-9834-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Review shared URL; replace once if the image serves this family
297,528548a8-8ebe-40ea-a0da-48b2a238b5c8,Jota C151 Cerrahi Karbit Frez - Cerrahi Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/879bdc90-dcb9-46bc-bece-adde1b64705b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c151-cerrahi-karbit,jota-c151-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
298,929415c0-d3ec-4462-ac6e-a13d61ae9d0c,Jota C152 Cerrahi Karbit Frez - Cerrahi Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/cad727c8-6fe9-4884-89c5-7c8abbc07390/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c152-cerrahi-karbit,jota-c152-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
299,919743df-928d-49a8-9111-fa894c0cc968,Jota C244K Kesim Karbiti - Cerrahi Kesim Karbiti,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/2ddf7a43-faf5-426e-973e-ee6c0135e05e/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c244k-kesim-karbiti,jota-c244k-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
300,030c0e1a-81bc-4a9f-8a8a-1eec5870d257,Jota C379 Silindirik Karbit Frez - Düz Kesim Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/64df636e-6b6d-4594-876d-afdecea20f85/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c379-silindirik-karbit,jota-c379-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
301,bae69385-4c8c-46c8-98b7-c08eca26bdca,Jota LS9871F Lityum Disilikat Cilalama Ucu (Polisher) - Step 2,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/56dc8904-66f9-474e-9d88-c6ceb30d400e/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-ls9871-lityum-disilikat-cilalama-ucu,jota-ls9871-family.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
302,97015eb2-cb7e-4e18-8f00-81fb99071cc0,Jota 6198 Arkansas Ön Polisaj Frezi,26cc92a2-c7cd-47d5-a75c-2b30d644cdfc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f33a0fee-dbb5-466b-b4cf-873537e62459/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-6198-arkansas-on-polisaj-frezi,jota-6198-asindirici-taslar.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
303,180c95d6-5e85-41ea-8710-6bb6bc95f597,Jota 801 Elmas Frez Paketi,64b99272-fd8e-48dc-9010-fb92a2a9b62c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/47dbc8ee-0074-4186-a01d-08bf80c8e57d/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801,jota-801-setler-paket.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
304,eac27551-3d75-45f8-85e1-5e9a84c996bb,Jota 9113M Universal Cilalama Ucu (Polisher),97e5b884-be9e-41f6-8859-9b05829b846e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/af891076-bea5-4965-bf50-b4ed16a0ac69/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9113-universal-cilalama-ucu,jota-9113-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
305,e3266383-b552-4fcc-8fe8-2b7eb1b849bf,Jota 9501F Metal Cilalama Ucu (Polisher) - Step 3,375519de-84ea-4c95-bf90-9c805100c5e0,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d104bbcb-7562-41a7-a25b-9ff889f7acdc/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
306,e8045018-43ae-4e60-99bb-7fab4404f594,Jota 9501G Metal Cilalama Ucu (Polisher) - Step 1,ef9d9d7f-7bec-4ad4-bfd5-47f1532e05c9,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d29a10fd-9a1f-4bf7-a4e7-f39329072956/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-g-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
307,e3ca7562-e407-4fed-998f-9de183e22992,Jota 9501M Metal Cilalama Ucu (Polisher) - Step 2,22fb5461-92cd-4f01-b147-72de85d058ea,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/adf82cbb-089b-4303-9f81-062697570d9d/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9501-metal-cilalama-ucu,jota-9501-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
308,612c8440-3eb7-4236-b60b-e45ddd026e51,Jota 9765F Kompozit Cilalama Ucu (Polisher) - Step 2,b2936649-b739-4c64-ad6c-71f251a9256a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3b7661e3-12fe-4cc0-8a77-5047e1e492e9/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9765-kompozit-cilalama-ucu,jota-9765-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
309,a3bdf8c8-e539-46e6-86bd-64c9618d71de,Jota 9765M Kompozit Cilalama Ucu (Polisher) - Step 1,edfa5d17-0858-4565-987c-4874bc7f0182,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/342af2f0-6719-4b8a-8ae5-97e34c803461/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9765-kompozit-cilalama-ucu,jota-9765-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
310,13d0c867-354a-4043-aa86-f0cc66926fd7,Jota 9812M Seramik Cilalama Ucu (Polisher) - Step 2,136164c4-a5f6-44ca-ab86-def061e57083,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6ced50a7-6844-4a7e-8146-eecb714b6516/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9812-seramik-cilalama-ucu,jota-9812-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
311,b6533653-0b0d-44bd-aa5d-51a457c208f7,Jota 9813M Seramik Cilalama Ucu (Polisher) - Step 2,67777a4d-e280-4225-8f37-9d81ec1b422f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e9371a8a-355a-471a-b53f-7957b7c08679/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9813-seramik-cilalama-ucu,jota-9813-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
312,76c0b326-cfe0-4d63-9a42-d3eed95de2c1,Jota 9828 Kompozit Cilalama Ucu (Polisher) - Step 1,3da68833-b154-4dd4-bdb1-40c2526eb387,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d9f330cb-b8b1-4dad-8a36-df1166ba7c84/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9828-kompozit-cilalama-ucu,jota-9828-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
313,2af304b0-1b82-47ef-bc83-54d0b07f30c7,Jota 9832 Kompozit Cilalama Ucu (Polisher) - Step 2,6ffc09c4-65d7-4ddc-98ec-e9106ee6faa4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6fee5cbb-44e4-4a92-9135-c867c98d84a1/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9832-kompozit-cilalama-ucu,jota-9832-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
314,528548a8-8ebe-40ea-a0da-48b2a238b5c8,Jota C151 Cerrahi Karbit Frez - Cerrahi Karbit,d8787d41-6602-4e90-b763-e9bcf0379f1f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/879bdc90-dcb9-46bc-bece-adde1b64705b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c151-cerrahi-karbit,jota-c151-karbit-frez.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
315,929415c0-d3ec-4462-ac6e-a13d61ae9d0c,Jota C152 Cerrahi Karbit Frez - Cerrahi Karbit,dd88f2cc-091e-4d9a-ae71-9292be47e898,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/cad727c8-6fe9-4884-89c5-7c8abbc07390/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-c152-cerrahi-karbit,jota-c152-karbit-frez.webp,Create one family-level transparent asset for grouped catalog cards; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
